time_local,time_utc,timestamp_ms,price_eur_per_mwh,resolution,source
2025-01-02T20:15+01:00,2025-01-02T19:15+00:00,1735845300000,130.000000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T20:30+01:00,2025-01-02T19:30+00:00,1735846200000,130.000000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T20:45+01:00,2025-01-02T19:45+00:00,1735847100000,130.000000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T21:00+01:00,2025-01-02T20:00+00:00,1735848000000,119.780000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T21:15+01:00,2025-01-02T20:15+00:00,1735848900000,119.780000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T21:30+01:00,2025-01-02T20:30+00:00,1735849800000,119.780000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T21:45+01:00,2025-01-02T20:45+00:00,1735850700000,119.780000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T22:00+01:00,2025-01-02T21:00+00:00,1735851600000,113.420000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T22:15+01:00,2025-01-02T21:15+00:00,1735852500000,113.420000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T22:30+01:00,2025-01-02T21:30+00:00,1735853400000,113.420000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T22:45+01:00,2025-01-02T21:45+00:00,1735854300000,113.420000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T23:00+01:00,2025-01-02T22:00+00:00,1735855200000,82.470000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T23:15+01:00,2025-01-02T22:15+00:00,1735856100000,82.470000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T23:30+01:00,2025-01-02T22:30+00:00,1735857000000,82.470000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-02T23:45+01:00,2025-01-02T22:45+00:00,1735857900000,82.470000,quarterhour,SMARD day-ahead auction DE/LU
2025-01-03T00:00+01:00,2025-01-02T23:00+00:00,1735858800000,99.560000,quarterhour,SMARD day-ahead auction DE/LU
